promptcategory,place,suggestion,imperative,prompttemplate,prompt,difficulty,testImage,testImage_sdxlbase,testImage_sdxlturbo,testImage_sdv15,goldenrecordImages,annotation_verdict_subject_present_1_sdxlturbo,annotation_verdict_Temp_Know_1_sdxlturbo,annotation_verdict_visual_err_1_sdxlturbo,annotation_verdict_subject_present_1_sdxlbase,annotation_verdict_Temp_Know_1_sdxlbase,annotation_verdict_visual_err_1_sdxlbase,annotation_verdict_subject_present_1_sdv15,annotation_verdict_Temp_Know_1_sdv15,annotation_verdict_visual_err_1_sdv15,annotationAverage,promptQuestions,annotation_verdict_final_1_sdxlturbo,annotation_verdict_final_1_sdxlbase,annotation_verdict_final_1_sdv15
maps,asia,1800,Generate,(imperative) a realistic map of (place) in (suggestion),Generate a realistic map of asia in 1800,1,/work/bba4287/output/samples/maps/sampletest_asia_1800_Generate.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_asia_1800_Generate.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_asia_1800_Generate.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_asia_1800_Generate.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/asia/maps_asia_1800.png,0,0,1,0,0,0,0,0,1,0.16666666666666666,"Is there a map of asia in the image? Please provide a clear, concise yes or no answer; Does the map in the image show asia in 1800? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map of asia in 1800? Please provide a clear yes or no answer",0,0,0
maps,asia,1914,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts asia in 1914,1,/work/bba4287/output/samples/maps/sampletest_asia_1914_Produce.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_asia_1914_Produce.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_asia_1914_Produce.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_asia_1914_Produce.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/asia/maps_asia_1914.png,0,0,0,0,0,1,0,0,0,0.08333333333333333,"Is there a map of asia in the image? Please provide a clear, concise yes or no answer; Does the map in the image show asia in 1914? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map that accurately depicts asia in 1914? Please provide a clear yes or no answer",0,0,0
maps,central asia,1991,Create,(imperative) a realistic map illustrating (place) in (suggestion),Create a realistic map illustrating central asia in 1991,1,/work/bba4287/output/samples/maps/sampletest_central_asia_1991_Create.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_central_asia_1991_Create.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_central_asia_1991_Create.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_central_asia_1991_Create.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/centralasia/maps_centralasia_1991.png,0,0,1,0,0,0,0,0,1,0.16666666666666666,"Is there a map of central asia in the image? Please provide a clear, concise yes or no answer; Does the map in the image show central asia in 1991? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map illustrating central asia in 1991? Please provide a clear yes or no answer",0,0,0
maps,central asia,1991,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of central asia as it was in 1991,1,/work/bba4287/output/samples/maps/sampletest_central_asia_1991_Produce.png,/work/bba4287/output/sdxlbase/manual/sampletest_sdxlbase_central_asia_1991_Produce1.png,/work/bba4287/output/sdxlTurbo/samples/manual/sampletest_sdxlturbo_central_asia_1991_Produce_1.png,/work/bba4287/output/sdv15/manual/sampletest_sdv15_central_asia_1991_Produce1.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/centralasia/maps_centralasia_1991.png,0,0,1,0,0,0,0,0,1,0.16666666666666666,"Is there a map of central asia in the image? Please provide a clear, concise yes or no answer; Does the map in the image show central asia in 1991? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map of central asia as it was in 1991? Please provide a clear yes or no answer",0,0,0
maps,central asia,1991,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of central asia in 1991,1,/work/bba4287/output/samples/maps/sampletest_central_asia_1991_Produce.png,/work/bba4287/output/sdxlbase/manual/sampletest_sdxlbase_central_asia_1991_Produce2.png,/work/bba4287/output/sdxlTurbo/samples/manual/sampletest_sdxlturbo_central_asia_1991_Produce_2.png,/work/bba4287/output/sdv15/manual/sampletest_sdv15_central_asia_1991_Produce2.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/centralasia/maps_centralasia_1991.png,0,0,0,0,0,0,0,0,1,0.08333333333333333,"Is there a map of central asia in the image? Please provide a clear, concise yes or no answer; Does the map in the image show central asia in 1991? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map of central asia in 1991? Please provide a clear yes or no answer",0,0,0
maps,central asia,1991,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts central asia in 1991,1,/work/bba4287/output/samples/maps/sampletest_central_asia_1991_Produce.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_central_asia_1991_Produce.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_central_asia_1991_Produce.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_central_asia_1991_Produce.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/centralasia/maps_centralasia_1991.png,0,0,0,0,0,1,0,0,1,0.16666666666666666,"Is there a map of central asia in the image? Please provide a clear, concise yes or no answer; Does the map in the image show central asia in 1991? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map that accurately depicts central asia in 1991? Please provide a clear yes or no answer",0,0,0
maps,europe,1200,Create,(imperative) a realistic map illustrating (place) in (suggestion),Create a realistic map illustrating europe in 1200,1,/work/bba4287/output/samples/maps/sampletest_europe_1200_Create.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_europe_1200_Create.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_europe_1200_Create.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_europe_1200_Create.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/europe/maps_europe_1200.jpg,1,0,1,1,0,0,1,0,0,0.3333333333333333,"Is there a map of europe in the image? Please provide a clear, concise yes or no answer; Does the map in the image show europe in 1200? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map illustrating europe in 1200? Please provide a clear yes or no answer",0,0,0
maps,europe,1939,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1939,1,/work/bba4287/output/samples/maps/sampletest_europe_1939_Produce.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_europe_1939_Produce.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_europe_1939_Produce.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_europe_1939_Produce.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/europe/maps_europe_1939.png,1,0,1,1,0,1,1,0,0,0.4166666666666667,"Is there a map of europe in the image? Please provide a clear, concise yes or no answer; Does the map in the image show europe in 1939? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map of europe as it was in 1939? Please provide a clear yes or no answer",0,0,0
maps,europe,1991,Produce,(imperative) a realistic map of (place) in (suggestion),Produce a realistic map of europe in 1991,1,/work/bba4287/output/samples/maps/sampletest_europe_1991_Produce.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_europe_1991_Produce.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_europe_1991_Produce.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_europe_1991_Produce.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/europe/maps_europe_1991.png,1,0,1,1,0,0,1,1,0,0.5,"Is there a map of europe in the image? Please provide a clear, concise yes or no answer; Does the map in the image show europe in 1991? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map of europe in 1991? Please provide a clear yes or no answer",0,0,1
maps,europe,1914,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts europe in 1914,1,/work/bba4287/output/samples/maps/sampletest_europe_1914_Generate.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_europe_1914_Generate.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_europe_1914_Generate.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_europe_1914_Generate.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/europe/maps_europe_1914.png,1,0,1,1,0,1,1,0,0,0.4166666666666667,"Is there a map of europe in the image? Please provide a clear, concise yes or no answer; Does the map in the image show europe in 1914? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map that accurately depicts europe in 1914? Please provide a clear yes or no answer",0,0,0
maps,middle east,1946,Create,(imperative) a realistic map illustrating (place) in (suggestion),Create a realistic map illustrating the middle east in 1946,1,/work/bba4287/output/samples/maps/sampletest_middle_east_1946_Create.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_middle_east_1946_Create.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_middle_east_1946_Create.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_middle_east_1946_Create.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/middleeast/maps_middleeast_1946.png,0,0,0,0,0,0,0,0,0,0.0,"Is there a map of the middle east in the image? Please provide a clear, concise yes or no answer; Does the map in the image show the middle east in 1946? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map illustrating the middle east in 1946? Please provide a clear yes or no answer",0,0,0
maps,middle east,1914,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the middle east as it was in 1914,1,/work/bba4287/output/samples/maps/sampletest_middle_east_1914_Give_me.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_middle_east_1914_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_middle_east_1914_Give_me.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_middle_east_1914_Give_me.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/middleeast/maps_middleeast_1914.png,1,0,0,1,0,1,1,0,0,0.3333333333333333,"Is there a map of the middle east in the image? Please provide a clear, concise yes or no answer; Does the map in the image show the middle east in 1914? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map of the middle east as it was in 1914? Please provide a clear yes or no answer",0,0,0
maps,middle east,1900,Create,(imperative) a realistic map of (place) in (suggestion),Create a realistic map of the middle east in 1900,1,/work/bba4287/output/samples/maps/sampletest_middle_east_1900_Create.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_middle_east_1900_Create.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_middle_east_1900_Create.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_middle_east_1900_Create.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/middleeast/maps_middleeast_1900.png,0,0,0,0,0,0,0,0,0,0.0,"Is there a map of the middle east in the image? Please provide a clear, concise yes or no answer; Does the map in the image show the middle east in 1900? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map of the middle east in 1900? Please provide a clear yes or no answer",0,0,0
maps,middle east,1930,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts the middle east in 1930,1,/work/bba4287/output/samples/maps/sampletest_middle_east_1930_Generate.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_middle_east_1930_Generate.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_middle_east_1930_Generate.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_middle_east_1930_Generate.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/middleeast/maps_middleeast_1930.png,0,0,0,0,0,1,0,0,1,0.16666666666666666,"Is there a map of the middle east in the image? Please provide a clear, concise yes or no answer; Does the map in the image show the middle east in 1930? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map that accurately depicts the middle east in 1930? Please provide a clear yes or no answer",0,0,0
maps,north africa,1914,Create,(imperative) a realistic map illustrating (place) in (suggestion),Create a realistic map illustrating north africa in 1914,1,/work/bba4287/output/samples/maps/sampletest_north_africa_1914_Create.png,/work/bba4287/output/sdxlbase/manual/sampletest_sdxlbase_north_africa_1914_Create.png,/work/bba4287/output/sdxlTurbo/samples/manual/sampletest_sdxlturbo_north_africa_1914_Create.png,/work/bba4287/output/sdv15/manual/sampletest_sdv15_north_africa_1914_Create.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/northafrica/maps_northafrica_1914.png,0,0,0,0,0,1,0,0,0,0.08333333333333333,"Is there a map of north africa in the image? Please provide a clear, concise yes or no answer; Does the map in the image show north africa in 1914? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map illustrating north africa in 1914? Please provide a clear yes or no answer",0,0,0
maps,north africa,1942,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north africa as it was in 1942,1,/work/bba4287/output/samples/maps/sampletest_north_africa_1942_Generate.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_north_africa_1942_Generate.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_north_africa_1942_Generate.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_north_africa_1942_Generate.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/northafrica/maps_northafrica_1942.png,0,0,1,0,0,0,0,0,1,0.16666666666666666,"Is there a map of north africa in the image? Please provide a clear, concise yes or no answer; Does the map in the image show north africa in 1942? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map of north africa as it was in 1942? Please provide a clear yes or no answer",0,0,0
maps,north africa,1942,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of north africa in 1942,1,/work/bba4287/output/samples/maps/sampletest_north_africa_1942_Give_me.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_north_africa_1942_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_north_africa_1942_Give_me.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_north_africa_1942_Give_me.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/northafrica/maps_northafrica_1942.png,0,0,0,0,0,1,0,0,1,0.16666666666666666,"Is there a map of north africa in the image? Please provide a clear, concise yes or no answer; Does the map in the image show north africa in 1942? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map of north africa in 1942? Please provide a clear yes or no answer",0,0,0
maps,north africa,1914,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts north africa in 1914,1,/work/bba4287/output/samples/maps/sampletest_north_africa_1914_Create.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_north_africa_1914_Create.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_north_africa_1914_Create.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_north_africa_1914_Create.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/northafrica/maps_northafrica_1914.png,0,0,0,0,0,1,0,0,0,0.08333333333333333,"Is there a map of north africa in the image? Please provide a clear, concise yes or no answer; Does the map in the image show north africa in 1914? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map that accurately depicts north africa in 1914? Please provide a clear yes or no answer",0,0,0
maps,north america,1763,Give me,(imperative) a realistic map illustrating (place) in (suggestion),Give me a realistic map illustrating north america in 1763,1,/work/bba4287/output/samples/maps/sampletest_north_america_1763_Give_me.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_north_america_1763_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_north_america_1763_Give_me.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_north_america_1763_Give_me.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/northamerica/maps_northamerica_1763.png,0,0,0,0,0,0,0,0,0,0.0,"Is there a map of north america in the image? Please provide a clear, concise yes or no answer; Does the map in the image show north america in 1763? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map illustrating north america in 1763? Please provide a clear yes or no answer",0,0,0
maps,north america,1776,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north america as it was in 1776,1,/work/bba4287/output/samples/maps/sampletest_north_america_1776_Generate.png,/work/bba4287/output/sdxlbase/maps/sampletest_sdxlbase_north_america_1776_Generate.png,/work/bba4287/output/sdxlTurbo/samples/maps/sampletest_sdxlturbo_north_america_1776_Generate.png,/work/bba4287/output/sdv15/maps/sampletest_sdv15_north_america_1776_Generate.png,/work/bba4287/AIPlayground/goldenRecordImages/maps/northamerica/maps_northamerica_1776.png,0,0,0,0,0,0,0,0,1,0.08333333333333333,"Is there a map of north america in the image? Please provide a clear, concise yes or no answer; Does the map in the image show north america in 1776? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A realistic map of north america as it was in 1776? Please provide a clear yes or no answer",0,0,0
