promptcategory,timecategory,imperative,temporalvalue,daytimevalue,place,prompt,difficulty,prompttemplate,expectedValue,testImage,testImage_sdxlturbo,testImage_sdxlbase,testImage_sdv15,annotation_verdict_subject_present_1_sdxlturbo,annotation_verdict_Temp_Know_1_sdxlturbo,annotation_verdict_visual_err_1_sdxlturbo,annotation_verdict_subject_present_1_sdxlbase,annotation_verdict_Temp_Know_1_sdxlbase,annotation_verdict_visual_err_1_sdxlbase,annotation_verdict_subject_present_1_sdv15,annotation_verdict_Temp_Know_1_sdv15,annotation_verdict_visual_err_1_sdv15,annotationAverage,promptQuestions,annotation_verdict_final_1_sdxlturbo,annotation_verdict_final_1_sdxlbase,annotation_verdict_final_1_sdv15
Seasonality,Date,Give me,01/02/1879,,a forest,Give me a photorealistic image of a forest in europe on 01/02/1879 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",/work/bba4287/output/sdxlbase/time/sampletest_a_forest_Date_01_02_1879_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_forest_Date_01_02_1879_Give_me.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_forest_Date_01_02_1879_Give_me.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_forest_Date_01_02_1879_Give_me.png,1,1,1,1,0,1,1,0,0,0.5833333333333334,"Is there a forest in the image? Please provide a clear, concise yes or no answer; Is the forest in the image shown on 01/02/1879? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a forest in europe on 01/02/1879? Please provide a clear yes or no answer",1,0,0
Seasonality,Date,Produce,05/30/1942,,a forest,Produce a photorealistic image of a forest in europe on 05/30/1942 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",/work/bba4287/output/sdxlbase/time/sampletest_a_forest_Date_05_30_1942_Produce.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_forest_Date_05_30_1942_Produce.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_forest_Date_05_30_1942_Produce.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_forest_Date_05_30_1942_Produce.png,1,1,1,1,1,1,1,1,0,0.9166666666666666,"Is there a forest in the image? Please provide a clear, concise yes or no answer; Is the forest in the image shown on 05/30/1942? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a forest in europe on 05/30/1942? Please provide a clear yes or no answer",1,1,1
Seasonality,Date,Give me,11/10/1985,,a forest,Give me a photorealistic image of a forest in europe on 11/10/1985 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",/work/bba4287/output/sdxlbase/time/sampletest_a_forest_Date_11_10_1985_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_forest_Date_11_10_1985_Give_me.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_forest_Date_11_10_1985_Give_me.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_forest_Date_11_10_1985_Give_me.png,1,1,1,1,1,1,1,1,1,1.0,"Is there a forest in the image? Please provide a clear, concise yes or no answer; Is the forest in the image shown on 11/10/1985? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a forest in europe on 11/10/1985? Please provide a clear yes or no answer",1,1,1
Seasonality,Date,Create,12/14/1868,,a forest,Create a photorealistic image of a forest in europe on 12/14/1868 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",/work/bba4287/output/sdxlbase/time/sampletest_a_forest_Date_12_14_1868_Create.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_forest_Date_12_14_1868_Create.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_forest_Date_12_14_1868_Create.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_forest_Date_12_14_1868_Create.png,1,0,1,1,0,1,1,0,0,0.4166666666666667,"Is there a forest in the image? Please provide a clear, concise yes or no answer; Is the forest in the image shown on 12/14/1868? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a forest in europe on 12/14/1868? Please provide a clear yes or no answer",0,0,0
Seasonality,Date,Generate,09/30/1939,,a forest,Generate a photorealistic image of a forest in europe on 09/30/1939 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",/work/bba4287/output/sdxlbase/time/sampletest_a_forest_Date_09_30_1939_Generate.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_forest_Date_09_30_1939_Generate.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_forest_Date_09_30_1939_Generate.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_forest_Date_09_30_1939_Generate.png,1,0,1,1,0,1,1,0,0,0.4166666666666667,"Is there a forest in the image? Please provide a clear, concise yes or no answer; Is the forest in the image shown on 09/30/1939? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a forest in europe on 09/30/1939? Please provide a clear yes or no answer",0,0,0
Seasonality,Date,Give me,02/07/1811,,a forest,Give me a photorealistic image of a forest in europe on 02/07/1811 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",/work/bba4287/output/sdxlbase/time/sampletest_a_forest_Date_02_07_1811_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_forest_Date_02_07_1811_Give_me.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_forest_Date_02_07_1811_Give_me.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_forest_Date_02_07_1811_Give_me.png,1,0,1,1,0,1,1,1,1,0.6666666666666666,"Is there a forest in the image? Please provide a clear, concise yes or no answer; Is the forest in the image shown on 02/07/1811? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a forest in europe on 02/07/1811? Please provide a clear yes or no answer",0,0,1
Seasonality,Date,Produce,07/15/1785,,a landscape,Produce a photorealistic image of a landscape in europe on 07/15/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",/work/bba4287/output/sdxlbase/time/sampletest_a_landscape_Date_07_15_1785_Produce.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_landscape_Date_07_15_1785_Produce.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_landscape_Date_07_15_1785_Produce.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_landscape_Date_07_15_1785_Produce.png,1,1,1,1,1,1,1,1,0,0.9166666666666666,"Is there a landscape in the image? Please provide a clear, concise yes or no answer; Is the landscape in the image shown on 07/15/1785? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a landscape in europe on 07/15/1785? Please provide a clear yes or no answer",1,1,1
Seasonality,Date,Give me,09/06/1728,,a landscape,Give me a photorealistic image of a landscape in europe on 09/06/1728 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",/work/bba4287/output/sdxlbase/time/sampletest_a_landscape_Date_09_06_1728_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_landscape_Date_09_06_1728_Give_me.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_landscape_Date_09_06_1728_Give_me.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_landscape_Date_09_06_1728_Give_me.png,1,0,1,1,0,0,1,1,1,0.5833333333333334,"Is there a landscape in the image? Please provide a clear, concise yes or no answer; Is the landscape in the image shown on 09/06/1728? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a landscape in europe on 09/06/1728? Please provide a clear yes or no answer",0,0,1
Seasonality,Date,Generate,04/16/1859,,a landscape,Generate a photorealistic image of a landscape in europe on 04/16/1859 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",/work/bba4287/output/sdxlbase/time/sampletest_a_landscape_Date_04_16_1859_Generate.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_landscape_Date_04_16_1859_Generate.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_landscape_Date_04_16_1859_Generate.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_landscape_Date_04_16_1859_Generate.png,0,1,0,1,0,0,1,0,0,0.25,"Is there a landscape in the image? Please provide a clear, concise yes or no answer; Is the landscape in the image shown on 04/16/1859? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a landscape in europe on 04/16/1859? Please provide a clear yes or no answer",0,0,0
Seasonality,Date,Generate,07/08/1922,,a landscape,Generate a photorealistic image of a landscape in europe on 07/08/1922 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",/work/bba4287/output/sdxlbase/time/sampletest_a_landscape_Date_07_08_1922_Generate.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_landscape_Date_07_08_1922_Generate.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_landscape_Date_07_08_1922_Generate.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_landscape_Date_07_08_1922_Generate.png,0,1,0,1,0,0,1,0,0,0.25,"Is there a landscape in the image? Please provide a clear, concise yes or no answer; Is the landscape in the image shown on 07/08/1922? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a landscape in europe on 07/08/1922? Please provide a clear yes or no answer",0,0,0
Seasonality,Season,Give me,spring,,a landscape,Give me a photorealistic image of a landscape in europe in spring ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",/work/bba4287/output/sdxlbase/time/sampletest_a_landscape_Season_spring_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_landscape_Season_spring_Give_me.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_landscape_Season_spring_Give_me.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_landscape_Season_spring_Give_me.png,1,1,1,1,1,1,1,1,1,1.0,"Is there a landscape in the image? Please provide a clear, concise yes or no answer; Is the landscape in the image shown in spring? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a landscape in europe in spring? Please provide a clear yes or no answer",1,1,1
Seasonality,Date,Give me,09/05/1865,,a landscape,Give me a photorealistic image of a landscape in europe on 09/05/1865 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",/work/bba4287/output/sdxlbase/time/sampletest_a_landscape_Date_09_05_1865_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_landscape_Date_09_05_1865_Give_me.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_landscape_Date_09_05_1865_Give_me.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_landscape_Date_09_05_1865_Give_me.png,1,1,1,1,1,1,1,1,0,0.9166666666666666,"Is there a landscape in the image? Please provide a clear, concise yes or no answer; Is the landscape in the image shown on 09/05/1865? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a landscape in europe on 09/05/1865? Please provide a clear yes or no answer",1,1,1
Seasonality,Date,Generate,07/09/1853,,a landscape,Generate a photorealistic image of a landscape in europe on 07/09/1853 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",/work/bba4287/output/sdxlbase/time/sampletest_a_landscape_Date_07_09_1853_Generate.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_landscape_Date_07_09_1853_Generate.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_landscape_Date_07_09_1853_Generate.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_landscape_Date_07_09_1853_Generate.png,0,1,0,0,0,0,1,0,0,0.16666666666666666,"Is there a landscape in the image? Please provide a clear, concise yes or no answer; Is the landscape in the image shown on 07/09/1853? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a landscape in europe on 07/09/1853? Please provide a clear yes or no answer",0,0,0
Seasonality,Date,Create,08/01/1998,,a landscape,Create a photorealistic image of a landscape in europe on 08/01/1998 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",/work/bba4287/output/sdxlbase/time/sampletest_a_landscape_Date_08_01_1998_Create.png,/work/bba4287/output/sdxlTurbo/samples/time/sampletest_sdxlturbo_a_landscape_Date_08_01_1998_Create.png,/work/bba4287/output/sdxlbase/time/sampletest_sdxlbase_a_landscape_Date_08_01_1998_Create.png,/work/bba4287/output/sdv15/time/sampletest_sdv15_a_landscape_Date_08_01_1998_Create.png,1,1,1,0,0,1,1,1,0,0.6666666666666666,"Is there a landscape in the image? Please provide a clear, concise yes or no answer; Is the landscape in the image shown on 08/01/1998? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a landscape in europe on 08/01/1998? Please provide a clear yes or no answer",1,0,1
