name,lifespan,anAge,prompttemplate,promptcategory,imperative,prompt,difficulty,promptedage,goldenrecordImages,expectedValue,testImage,testImage_sdxlbase,testImage_sdxlturbo,testImage_sdv15,annotation_verdict_subject_present_1_sdxlturbo,annotation_verdict_Temp_Know_1_sdxlturbo,annotation_verdict_visual_err_1_sdxlturbo,annotation_verdict_subject_present_1_sdxlbase,annotation_verdict_Temp_Know_1_sdxlbase,annotation_verdict_visual_err_1_sdxlbase,annotation_verdict_subject_present_1_sdv15,annotation_verdict_Temp_Know_1_sdv15,annotation_verdict_visual_err_1_sdv15,annotationAverage,promptQuestions,annotation_verdict_final_1_sdxlturbo,annotation_verdict_final_1_sdxlbase,annotation_verdict_final_1_sdv15
Aye-aye,20,32.3,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of an Aye-aye that is 16 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Wild%20aye%20aye.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",/work/bba4287/output/samples/animals/sampletest_Aye-aye_lifespan*0.8_Give_me.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Aye-aye_lifespan*0.8_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Aye-aye_lifespan*0.8_Give_me.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Aye-aye_lifespan*0.8_Give_me.png,1,0,1,1,0,0,0,0,0,0.25,"Is there an Aye-aye in the image? Please provide a clear, concise yes or no answer; Is the Aye-aye in the image 16 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of an Aye-aye that is 16 years old? Please provide a clear yes or no answer",0,0,0
Aye-aye,20,32.3,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of an Aye-aye that is 40 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Wild%20aye%20aye.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",/work/bba4287/output/samples/animals/sampletest_Aye-aye_lifespan*2_Give_me.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Aye-aye_lifespan*2_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Aye-aye_lifespan*2_Give_me.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Aye-aye_lifespan*2_Give_me.png,1,0,1,1,0,1,1,0,0,0.4166666666666667,"Is there an Aye-aye in the image? Please provide a clear, concise yes or no answer; Is the Aye-aye in the image 40 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of an Aye-aye that is 40 years old? Please provide a clear yes or no answer",0,0,0
Bald Uakari,20,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Bald Uakari that is 10 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Male%20uakari.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",/work/bba4287/output/samples/animals/sampletest_Bald_Uakari_0.5*lifespan_Create.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Bald_Uakari_0.5*lifespan_Create.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Bald_Uakari_0.5*lifespan_Create.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Bald_Uakari_0.5*lifespan_Create.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is there a Bald Uakari in the image? Please provide a clear, concise yes or no answer; Is the Bald Uakari in the image 10 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Bald Uakari that is 10 years old? Please provide a clear yes or no answer",0,0,0
Bald Uakari,20,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Create,Create a photorealistic image of a Bald Uakari that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Male%20uakari.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",/work/bba4287/output/samples/animals/sampletest_Bald_Uakari_1_month_Create.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Bald_Uakari_1_month_Create.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Bald_Uakari_1_month_Create.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Bald_Uakari_1_month_Create.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is there a Bald Uakari in the image? Please provide a clear, concise yes or no answer; Is the Bald Uakari in the image 1 month old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Bald Uakari that is 1 month old? Please provide a clear yes or no answer",0,0,0
Bald Uakari,20,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a Bald Uakari that is 16 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Male%20uakari.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",/work/bba4287/output/samples/animals/sampletest_Bald_Uakari_lifespan*0.8_Produce.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Bald_Uakari_lifespan*0.8_Produce.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Bald_Uakari_lifespan*0.8_Produce.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Bald_Uakari_lifespan*0.8_Produce.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is there a Bald Uakari in the image? Please provide a clear, concise yes or no answer; Is the Bald Uakari in the image 16 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Bald Uakari that is 16 years old? Please provide a clear yes or no answer",0,0,0
Bald Uakari,20,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of a Bald Uakari that is 40 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Male%20uakari.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",/work/bba4287/output/samples/animals/sampletest_Bald_Uakari_lifespan*2_Create.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Bald_Uakari_lifespan*2_Create.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Bald_Uakari_lifespan*2_Create.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Bald_Uakari_lifespan*2_Create.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is there a Bald Uakari in the image? Please provide a clear, concise yes or no answer; Is the Bald Uakari in the image 40 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Bald Uakari that is 40 years old? Please provide a clear yes or no answer",0,0,0
Bush Dog,10,14.1,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Bush Dog that is 5 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",/work/bba4287/output/samples/animals/sampletest_Bush_Dog_0.5*lifespan_Produce.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Bush_Dog_0.5*lifespan_Produce.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Bush_Dog_0.5*lifespan_Produce.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Bush_Dog_0.5*lifespan_Produce.png,1,1,1,0,0,0,1,1,1,0.6666666666666666,"Is there a Bush Dog in the image? Please provide a clear, concise yes or no answer; Is the Bush Dog in the image 5 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Bush Dog that is 5 years old? Please provide a clear yes or no answer",1,0,1
Bush Dog,10,14.1,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a Bush Dog that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",/work/bba4287/output/samples/animals/sampletest_Bush_Dog_1_month_Give_me.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Bush_Dog_1_month_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Bush_Dog_1_month_Give_me.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Bush_Dog_1_month_Give_me.png,1,1,1,1,0,1,1,1,1,0.8333333333333334,"Is there a Bush Dog in the image? Please provide a clear, concise yes or no answer; Is the Bush Dog in the image 1 month old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Bush Dog that is 1 month old? Please provide a clear yes or no answer",1,0,1
Bush Dog,10,14.1,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a Bush Dog that is 8 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",/work/bba4287/output/samples/animals/sampletest_Bush_Dog_lifespan*0.8_Give_me.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Bush_Dog_lifespan*0.8_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Bush_Dog_lifespan*0.8_Give_me.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Bush_Dog_lifespan*0.8_Give_me.png,1,0,1,1,0,1,1,0,1,0.5,"Is there a Bush Dog in the image? Please provide a clear, concise yes or no answer; Is the Bush Dog in the image 8 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Bush Dog that is 8 years old? Please provide a clear yes or no answer",0,0,0
Bush Dog,10,14.1,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a Bush Dog that is 20 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Bush%20dog.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cachorro-vinagre.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",/work/bba4287/output/samples/animals/sampletest_Bush_Dog_lifespan*2_Generate.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Bush_Dog_lifespan*2_Generate.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Bush_Dog_lifespan*2_Generate.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Bush_Dog_lifespan*2_Generate.png,1,0,1,0,0,0,1,0,0,0.25,"Is there a Bush Dog in the image? Please provide a clear, concise yes or no answer; Is the Bush Dog in the image 20 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Bush Dog that is 20 years old? Please provide a clear yes or no answer",0,0,0
Common Wombat,20,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Common Wombat that is 10 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Vombatus%20ursinus%20-Maria%20Island%20National%20Park.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Wombat%20at%20Lone%20Pine.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",/work/bba4287/output/samples/animals/sampletest_Common_Wombat_0.5*lifespan_Generate.png,/work/bba4287/output/sdxlbase/animals/sampletest_sdxlbase_Common_Wombat_0.5*lifespan_Generate.png,/work/bba4287/output/sdxlTurbo/samples/animals/sampletest_sdxlturbo_Common_Wombat_0.5*lifespan_Generate.png,/work/bba4287/output/sdv15/animals/sampletest_sdv15_Common_Wombat_0.5*lifespan_Generate.png,1,1,1,1,1,1,1,1,0,0.9166666666666666,"Is there a Common Wombat in the image? Please provide a clear, concise yes or no answer; Is the Common Wombat in the image 10 years old? Please provide a clear, concise yes or no answer; Is the image photorealistic and free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of a Common Wombat that is 10 years old? Please provide a clear yes or no answer",1,1,1
